latitude,longitude
6.5486,116.884
12.382,-5.4625
-2.31204,30.0592
-2.1346,29.3133
11.5621,43.1382
6.74875,-8.7674
-0.815042,12.7391
-1.22002,10.5868
-1.14383,12.4647
-11.9192,43.4584
15.2152,43.073
15.0581,43.2873
15.1212,43.4859
13.2612,43.5005
18.6415,-74.1156
18.197,-73.7483
18.442,-73.0857
19.0817,-72.4888
19.6631,-71.8361
19.9402,-72.8293
11.6387,92.7222
7.00595,93.9058
11.8226,13.1532
-16.0191,34.8267
21.7386,98.2381
1.86165,9.77049
1.48314,124.843
1.44084,125.138
16.6587,-9.62316
15.8175,-9.41323
16.3915,-10.1636
-25.4033,32.8031
10.7061,37.0669
13.0341,-9.4895
13.8093,-10.8346
10.7803,35.5658
8.89949,39.917
-9.74041,20.4761
0.002214,18.2229
1.28915,-77.3579
8.98238,-79.5199
9.23444,-78.1926
7.86817,-77.8367
3.88305,-77.0197
2.83087,34.1532
0.278169,32.5853
-13.134,38.9981
-24.5323,32.9832
-4.03833,21.7587
36.7538,3.05876
-16.1171,33.7238
-19.6115,34.7409
22.8671,92.7655
21.3032,92.8453
17.7101,97.2269
17.9063,97.2477
18.1357,97.2658
17.9632,97.284
17.8119,97.3333
17.7131,97.3515
17.917,97.4113
18.2791,97.4162
18.1076,97.466
18.0131,97.4675
17.7317,97.4725
17.592,97.5307
17.9064,97.5436
17.4918,97.5645
17.8226,97.5647
17.7286,97.6106
17.6524,97.6236
17.4344,97.7155
17.5794,97.6523
17.2612,98.0726
17.8381,97.2195
18.0331,97.6299
18.6118,97.2256
8.46722,16.7001
16.7191,98.5345
17.5047,97.6986
9.59031,6.5493
5.43089,-4.04742
17.6126,97.2876
17.6078,8.08167
23.9313,91.8498
12.647,-14.961
21.6516,92.3129
25.3548,51.1839
5.27725,-3.8859
5.60318,-3.15538
18.5364,-74.1611
18.2336,-73.7746
1.61241,16.0519
12.4833,107.201
-19.9547,22.241
12.9107,74.8561
-8.8,35.8167
-4.91155,29.6745
7,39
6.38591,-0.375209
13.05,44.8833
9.55771,-0.946474
9.56152,-0.947762
6.75162,-1.56448
5.78287,0.60373
5.88169,-0.102998
14.4342,33.083
10.658,24.6278
10.1241,32.4873
24.4001,95.8536
-25.2684,32.8711
12.1509,-8.20697
15.2247,-9.58389
2.82,-60.672
33.9,113.5
11.7667,34.35
12.5659,-12.1782
-29.8032,30.6367
19.4477,-71.6934
18.7984,-72.385
18.2678,-72.5716
19.3369,-72.1155
18.6005,-74.0197
18.9999,-71.9534
0.41291,34.0344
-10.6152,26.325
-2.56638,26.6185
-8.73439,25.0033
3.32167,20.2963
-2.22502,28.8314
0.512155,25.1875
-11.6689,27.4775
-4.42545,18.4202
-16.1008,46.6843
-23.5251,47.5541
8.81728,117.504
22.2604,84.8536
21.1938,81.3509
12.2428,102.517
4.05885,9.76464
11.9967,-7.90835
-1.28432,29.6931
13.9235,-84.4004
14.7401,-83.9715
13.7381,-84.7832
16.4141,-86.32
13.622,-87.6556
15.1148,-83.4138
14.0328,-84.5976
14.0358,-83.3916
12.6323,107.808
-15.7697,35.0416
22.8862,95.9753
18.5108,-72.6339
-15.7167,46.3167
-18.15,49.4167
17.4206,97.6323
17.8197,97.4183
18.1071,97.4678
17.9664,97.4948
16.4424,98.1499
16.4531,98.249
16.6013,98.435
15.8682,98.5445
15.8004,98.5517
16.4997,98.2443
16.8127,98.2004
17.6012,97.2288
17.0226,97.8275
17.6107,97.27
18.6134,97.0416
12.3714,-1.51966
