country,CQ_use,year
Indonesia,6.7987852,2000
Indonesia,NA,2001
Indonesia,0.527875,2002
Indonesia,NA,2003
Indonesia,NA,2004
Indonesia,NA,2005
Indonesia,NA,2006
Indonesia,0.7245148,2007
Indonesia,NA,2008
Indonesia,NA,2009
Indonesia,NA,2010
Indonesia,NA,2011
Indonesia,NA,2012
Indonesia,NA,2013
Indonesia,NA,2014
Indonesia,NA,2015
Indonesia,NA,2016
Indonesia,NA,2017
Indonesia,NA,2018
