country,CQ_use,year
Ghana,NA,2000
Ghana,NA,2001
Ghana,NA,2002
Ghana,60.1508192,2003
Ghana,NA,2004
Ghana,NA,2005
Ghana,39.0843215,2006
Ghana,NA,2007
Ghana,NA,2008
Ghana,NA,2009
Ghana,NA,2010
Ghana,NA,2011
Ghana,NA,2012
Ghana,NA,2013
Ghana,1.4497693,2014
Ghana,NA,2015
Ghana,NA,2016
Ghana,NA,2017
Ghana,NA,2018
